Date, City, Temperature, Pressure, Windspeed, WindDirection
19/05/2018, Gaotang, 21, 932, 15, 197
19/05/2018, Bechlín, 10, 1024, 15, 79
19/05/2018, Tuapukan, 27, 993, 24, 290
19/05/2018, Rybache, 16, 953, 17, 212
19/05/2018, Soutelo, 38, 924, 16, 301
19/05/2018, Ciudad Nueva, 44, 948, 18, 109
19/05/2018, London, 36, 996, 3, 354
19/05/2018, Rognedino, 16, 910, 6, 195
19/05/2018, Chinchero, -3, 906, 6, 139
19/05/2018, Smarhon’, 32, 916, 16, 267
19/05/2018, Novoaltaysk, 18, 976, 2, 206
19/05/2018, Longtang, 14, 912, 18, 217
19/05/2018, Liliongan, 39, 1018, 22, 156
19/05/2018, Belusovka, 14, 902, 30, 114
19/05/2018, Banepa, -4, 914, 8, 223
19/05/2018, Merke, 23, 1025, 30, 41
19/05/2018, Jeziorany, 3, 904, 9, 126
19/05/2018, Kindersley, 13, 1021, 27, 186
19/05/2018, Corralillo, 32, 1018, 19, 52
19/05/2018, Perovo, 42, 992, 8, 277
19/05/2018, Cigaleuh Kulon, 6, 972, 26, 46
19/05/2018, Padaimut, 30, 940, 27, 77
19/05/2018, Atsugi, 35, 1007, 31, 100
19/05/2018, Podgornoye, -1, 904, 2, 63
19/05/2018, Toledo, 15, 960, 28, 227
19/05/2018, San Pedro, 43, 918, 16, 186
19/05/2018, Príbram, 27, 944, 0, 225
19/05/2018, Datong, -4, 969, 3, 208
19/05/2018, Orlová, 7, 977, 8, 332
19/05/2018, Savannakhét, 24, 971, 8, 6
19/05/2018, Huangsha, 27, 952, 2, 215
19/05/2018, Wongsorejo, 18, 1039, 17, 95
19/05/2018, Krížová, 36, 1008, 20, 218
19/05/2018, Belyy Yar, 17, 985, 16, 318
19/05/2018, Reading, 36, 945, 3, 355
19/05/2018, Niquelândia, 13, 994, 24, 31
19/05/2018, Semirara, 40, 946, 8, 333
19/05/2018, Zhangjiahe, 8, 1019, 30, 119
19/05/2018, Dashiqiao, 17, 907, 6, 203
19/05/2018, Bezhta, 4, 1023, 9, 184
19/05/2018, Mogok, 42, 985, 22, 166
19/05/2018, Shagedu, 44, 1015, 14, 7
19/05/2018, Guanjiabao, 21, 916, 21, 349
19/05/2018, Timaru, 19, 1022, 8, 29
19/05/2018, Portsmouth, 11, 908, 5, 74
19/05/2018, Créteil, 44, 952, 6, 76
19/05/2018, Jirja, 2, 945, 0, 205
19/05/2018, Ulimonong, 16, 911, 9, 225
19/05/2018, Valdivia, 19, 965, 5, 209
19/05/2018, Tangub, 8, 949, 7, 112
19/05/2018, Jiulian, 1, 937, 30, 125
19/05/2018, Glad, 39, 1014, 29, 138
19/05/2018, Dukou, 27, 1013, 19, 132
19/05/2018, Haduohe, 23, 910, 16, 195
19/05/2018, Samsan, 30, 1014, 21, 116
19/05/2018, Las Piñas, 37, 1011, 11, 164
19/05/2018, Yoshii, 6, 909, 16, 251
19/05/2018, Harper, 40, 1032, 17, 100
19/05/2018, Qingsong, -4, 1007, 5, 306
19/05/2018, Kuloy, 13, 981, 24, 205
19/05/2018, Casigua El Cubo, 27, 993, 17, 341
19/05/2018, Boston, 22, 921, 30, 163
19/05/2018, Croix, 1, 977, 0, 262
19/05/2018, Lolodorf, 35, 992, 17, 45
20/05/2018, Guandu, -2, 987, 10, 23
20/05/2018, Barbacena, 35, 961, 13, 238
20/05/2018, Stockholm, 0, 959, 25, 260
20/05/2018, Aldeia, 36, 905, 11, 240
20/05/2018, Bachowice, 27, 905, 29, 136
20/05/2018, Marija Bistrica, 11, 915, 7, 302
20/05/2018, Lille, 39, 984, 0, 11
20/05/2018, Hufang, 34, 920, 3, 325
20/05/2018, Gaotang, 4, 971, 26, 101
20/05/2018, Bechlín, -3, 994, 0, 276
20/05/2018, Tuapukan, 44, 947, 2, 231
20/05/2018, Rybache, 37, 964, 0, 201
20/05/2018, Soutelo, 44, 988, 17, 286
20/05/2018, Ciudad Nueva, 30, 917, 20, 5
20/05/2018, London, 4, 902, 23, 143
20/05/2018, Rognedino, 14, 998, 1, 191
20/05/2018, Chinchero, 25, 1038, 4, 213
20/05/2018, Smarhon’, 38, 929, 12, 252
20/05/2018, Novoaltaysk, 15, 1031, 12, 207
20/05/2018, Longtang, 44, 967, 16, 20
20/05/2018, Liliongan, -4, 925, 25, 152
20/05/2018, Belusovka, 11, 968, 9, 5
20/05/2018, Banepa, 2, 1005, 6, 161
20/05/2018, Merke, 32, 975, 7, 218
20/05/2018, Jeziorany, -1, 900, 0, 311
20/05/2018, Kindersley, 3, 938, 31, 31
20/05/2018, Corralillo, 4, 1027, 28, 280
20/05/2018, Perovo, -2, 956, 24, 171
20/05/2018, Cigaleuh Kulon, 41, 997, 2, 260
20/05/2018, Padaimut, 24, 937, 24, 27
20/05/2018, Atsugi, 41, 960, 21, 59
20/05/2018, Podgornoye, 24, 976, 16, 102
20/05/2018, Toledo, 17, 983, 7, 162
20/05/2018, San Pedro, 9, 908, 16, 58
20/05/2018, Príbram, 3, 1007, 14, 53
20/05/2018, Datong, 11, 1008, 14, 311
20/05/2018, Orlová, 21, 971, 6, 240
20/05/2018, Savannakhét, 28, 961, 13, 194
20/05/2018, Huangsha, 38, 953, 16, 7
20/05/2018, Wongsorejo, 24, 980, 7, 133
20/05/2018, Krížová, 1, 1014, 14, 100
20/05/2018, Belyy Yar, 27, 1027, 31, 290
20/05/2018, Reading, 10, 1008, 10, 336
20/05/2018, Niquelândia, 20, 948, 14, 165
20/05/2018, Semirara, 32, 939, 15, 125
20/05/2018, Zhangjiahe, 32, 1032, 17, 204
20/05/2018, Dashiqiao, 31, 986, 19, 330
20/05/2018, Bezhta, 17, 903, 3, 46
20/05/2018, Mogok, 14, 1028, 30, 289
20/05/2018, Shagedu, 12, 909, 8, 30
20/05/2018, Guanjiabao, 9, 969, 11, 227
20/05/2018, Timaru, 29, 990, 4, 7
20/05/2018, Portsmouth, 16, 966, 28, 356
20/05/2018, Créteil, 32, 940, 14, 76
20/05/2018, Jirja, 14, 1031, 30, 260
20/05/2018, Ulimonong, 9, 1006, 3, 232
20/05/2018, Valdivia, 28, 989, 25, 170
20/05/2018, Tangub, 7, 1038, 28, 196
20/05/2018, Jiulian, 15, 1031, 16, 249
20/05/2018, Glad, 42, 953, 3, 313
20/05/2018, Dukou, 9, 1003, 19, 163
20/05/2018, Haduohe, 21, 917, 11, 196
20/05/2018, Samsan, 19, 900, 2, 272
20/05/2018, Las Piñas, 34, 957, 17, 75
20/05/2018, Yoshii, 38, 1002, 2, 91
20/05/2018, Harper, 33, 907, 6, 313
20/05/2018, Qingsong, 40, 993, 20, 43
20/05/2018, Kuloy, 32, 934, 27, 9
20/05/2018, Casigua El Cubo, 18, 956, 24, 147
20/05/2018, Boston, 12, 920, 17, 53
20/05/2018, Croix, 43, 914, 9, 281
20/05/2018, Lolodorf, 18, 924, 29, 307
21/05/2018, Guandu, 30, 1002, 18, 303
21/05/2018, Barbacena, 42, 983, 14, 66
21/05/2018, Stockholm, 14, 938, 8, 326
21/05/2018, Aldeia, 38, 1029, 6, 169
21/05/2018, Bachowice, 16, 1010, 24, 40
21/05/2018, Marija Bistrica, 35, 1027, 10, 167
21/05/2018, Lille, -4, 948, 31, 107
21/05/2018, Hufang, 22, 963, 6, 18
21/05/2018, Gaotang, 28, 992, 19, 144
21/05/2018, Bechlín, -4, 990, 31, 69
21/05/2018, Tuapukan, 5, 933, 24, 158
21/05/2018, Rybache, -2, 1012, 13, 258
21/05/2018, Soutelo, 17, 989, 11, 155
21/05/2018, Ciudad Nueva, 44, 1012, 6, 44
21/05/2018, London, 38, 942, 23, 285
21/05/2018, Rognedino, 5, 1009, 9, 302
21/05/2018, Chinchero, 41, 920, 8, 316
21/05/2018, Smarhon’, 9, 963, 26, 137
21/05/2018, Novoaltaysk, -4, 952, 3, 81
21/05/2018, Longtang, 10, 995, 26, 18
21/05/2018, Liliongan, 37, 1023, 0, 57
21/05/2018, Belusovka, 34, 958, 2, 358
21/05/2018, Banepa, 14, 1027, 2, 246
21/05/2018, Merke, 37, 1037, 6, 6
21/05/2018, Jeziorany, 44, 1006, 3, 110
21/05/2018, Kindersley, 6, 935, 19, 126
21/05/2018, Corralillo, 11, 973, 21, 59
21/05/2018, Perovo, 40, 957, 22, 152
21/05/2018, Cigaleuh Kulon, 6, 910, 1, 316
21/05/2018, Padaimut, 22, 966, 2, 298
21/05/2018, Atsugi, 32, 968, 4, 17
21/05/2018, Podgornoye, 42, 908, 20, 358
21/05/2018, Toledo, 31, 912, 18, 84
21/05/2018, San Pedro, 43, 992, 21, 31
21/05/2018, Príbram, 20, 1010, 16, 159
21/05/2018, Datong, 12, 924, 17, 239
21/05/2018, Orlová, 33, 932, 30, 211
21/05/2018, Savannakhét, -4, 1028, 13, 224
21/05/2018, Huangsha, 6, 931, 22, 126
21/05/2018, Wongsorejo, 7, 959, 0, 315
21/05/2018, Krížová, -1, 973, 28, 235
21/05/2018, Belyy Yar, 21, 966, 8, 39
21/05/2018, Reading, 24, 907, 27, 68
21/05/2018, Niquelândia, 43, 989, 1, 262
21/05/2018, Semirara, 41, 936, 0, 248
21/05/2018, Zhangjiahe, 19, 904, 29, 31
21/05/2018, Dashiqiao, 38, 1036, 18, 87
21/05/2018, Bezhta, 34, 981, 11, 245
21/05/2018, Mogok, 9, 944, 27, 176
21/05/2018, Shagedu, 38, 904, 15, 223
21/05/2018, Guanjiabao, 0, 950, 14, 321
21/05/2018, Timaru, 35, 926, 11, 109
21/05/2018, Portsmouth, 41, 971, 5, 138
21/05/2018, Créteil, 38, 996, 30, 222
21/05/2018, Jirja, 19, 1019, 9, 206
21/05/2018, Ulimonong, 5, 997, 3, 43
21/05/2018, Valdivia, 22, 957, 26, 63
21/05/2018, Tangub, 15, 908, 12, 268
21/05/2018, Jiulian, 36, 928, 1, 331
21/05/2018, Glad, 34, 936, 26, 131
21/05/2018, Dukou, 9, 959, 0, 217
21/05/2018, Haduohe, 28, 927, 16, 4
21/05/2018, Samsan, 36, 1019, 28, 344
21/05/2018, Las Piñas, 2, 927, 25, 343
21/05/2018, Yoshii, -1, 1008, 18, 173
21/05/2018, Harper, 35, 1027, 3, 84
21/05/2018, Qingsong, 34, 1013, 2, 241
21/05/2018, Kuloy, 19, 966, 9, 7
21/05/2018, Casigua El Cubo, 16, 905, 2, 172
21/05/2018, Boston, -1, 926, 19, 221
21/05/2018, Croix, 33, 917, 14, 310
21/05/2018, Lolodorf, 30, 925, 12, 236
22/05/2018, Guandu, 31, 936, 5, 255
22/05/2018, Barbacena, 16, 972, 22, 36
22/05/2018, Stockholm, 10, 905, 29, 287
22/05/2018, Aldeia, 16, 973, 25, 85
22/05/2018, Bachowice, 43, 1005, 2, 118
22/05/2018, Marija Bistrica, 32, 928, 18, 23
22/05/2018, Lille, 6, 904, 3, 116
22/05/2018, Hufang, -4, 1021, 0, 184
22/05/2018, Gaotang, 34, 991, 20, 75
22/05/2018, Bechlín, 23, 979, 4, 0
22/05/2018, Tuapukan, 5, 915, 3, 204
22/05/2018, Rybache, 33, 1039, 22, 172
22/05/2018, Soutelo, -3, 1030, 13, 202
22/05/2018, Ciudad Nueva, -1, 931, 6, 280
22/05/2018, London, -1, 947, 12, 54
22/05/2018, Rognedino, 24, 1036, 2, 273
22/05/2018, Chinchero, 31, 946, 20, 259
22/05/2018, Smarhon’, 33, 979, 16, 186
22/05/2018, Novoaltaysk, 15, 925, 14, 238
22/05/2018, Longtang, 1, 921, 21, 53
22/05/2018, Liliongan, 14, 1037, 1, 339
22/05/2018, Belusovka, 23, 929, 25, 12
22/05/2018, Banepa, 15, 1009, 31, 290
22/05/2018, Merke, 10, 967, 23, 302
22/05/2018, Jeziorany, -4, 1016, 2, 344
22/05/2018, Kindersley, -1, 940, 13, 358
22/05/2018, Corralillo, 14, 968, 22, 294
22/05/2018, Perovo, 36, 923, 6, 5
22/05/2018, Cigaleuh Kulon, 19, 900, 20, 304
22/05/2018, Padaimut, 18, 932, 30, 271
22/05/2018, Atsugi, 40, 929, 12, 326
22/05/2018, Podgornoye, -3, 1024, 3, 80
22/05/2018, Toledo, 8, 1035, 31, 323
22/05/2018, San Pedro, 27, 957, 9, 274
22/05/2018, Príbram, 23, 985, 29, 7
22/05/2018, Datong, 22, 900, 11, 349
22/05/2018, Orlová, 13, 978, 12, 144
22/05/2018, Savannakhét, 12, 942, 3, 7
22/05/2018, Huangsha, 1, 1015, 7, 75
22/05/2018, Wongsorejo, -4, 945, 14, 89
22/05/2018, Krížová, 8, 918, 26, 58
22/05/2018, Belyy Yar, 30, 1035, 27, 142
22/05/2018, Reading, -4, 948, 8, 199
22/05/2018, Niquelândia, 8, 1022, 24, 59
22/05/2018, Semirara, 41, 925, 19, 4
22/05/2018, Zhangjiahe, 21, 979, 0, 196
22/05/2018, Dashiqiao, 42, 952, 20, 80
22/05/2018, Bezhta, 26, 946, 6, 269
22/05/2018, Mogok, 13, 1019, 18, 164
22/05/2018, Shagedu, 9, 973, 5, 14
22/05/2018, Guanjiabao, 22, 1036, 30, 76
22/05/2018, Timaru, 44, 1035, 2, 28
22/05/2018, Portsmouth, 37, 906, 10, 124
22/05/2018, Créteil, 35, 919, 9, 218
22/05/2018, Jirja, 24, 984, 23, 354
22/05/2018, Ulimonong, 25, 978, 19, 13
22/05/2018, Valdivia, 29, 1016, 17, 321
22/05/2018, Tangub, 42, 979, 13, 267
22/05/2018, Jiulian, 38, 900, 18, 245
22/05/2018, Glad, 19, 996, 2, 59
22/05/2018, Dukou, 0, 926, 19, 299
22/05/2018, Haduohe, 42, 933, 13, 310
22/05/2018, Samsan, 42, 1037, 15, 326
22/05/2018, Las Piñas, 26, 981, 4, 154
22/05/2018, Yoshii, 35, 999, 30, 33
22/05/2018, Harper, 21, 1018, 28, 20
22/05/2018, Qingsong, 37, 934, 24, 165
22/05/2018, Kuloy, 18, 960, 30, 106
22/05/2018, Casigua El Cubo, 2, 933, 11, 197
22/05/2018, Boston, 40, 904, 30, 232
22/05/2018, Croix, 39, 1020, 9, 157
22/05/2018, Lolodorf, 1, 967, 2, 306
23/05/2018, Guandu, 35, 1029, 24, 295
23/05/2018, Barbacena, 11, 969, 17, 299
23/05/2018, Stockholm, 22, 1002, 14, 56
23/05/2018, Aldeia, 39, 945, 29, 110
23/05/2018, Bachowice, 1, 962, 28, 199
23/05/2018, Marija Bistrica, 25, 997, 13, 198
23/05/2018, Lille, 40, 928, 31, 100
23/05/2018, Hufang, 28, 1027, 0, 233
23/05/2018, Gaotang, 32, 970, 4, 318
23/05/2018, Bechlín, 27, 994, 16, 29
23/05/2018, Tuapukan, 24, 911, 11, 348
23/05/2018, Rybache, 22, 1032, 18, 240
23/05/2018, Soutelo, 37, 939, 14, 310
23/05/2018, Ciudad Nueva, 37, 1021, 17, 321
23/05/2018, London, 13, 975, 29, 143
23/05/2018, Rognedino, 26, 942, 22, 196
23/05/2018, Chinchero, 29, 936, 8, 5
23/05/2018, Smarhon’, 21, 1018, 24, 249
23/05/2018, Novoaltaysk, 34, 967, 10, 71
23/05/2018, Longtang, 2, 999, 19, 148
23/05/2018, Liliongan, 2, 983, 5, 352
23/05/2018, Belusovka, -1, 976, 16, 159
23/05/2018, Banepa, -2, 970, 29, 228
23/05/2018, Merke, 16, 917, 0, 111
23/05/2018, Jeziorany, 29, 984, 19, 353
23/05/2018, Kindersley, 7, 1017, 20, 113
23/05/2018, Corralillo, 36, 1039, 19, 212
23/05/2018, Perovo, 21, 1038, 9, 296
23/05/2018, Cigaleuh Kulon, 40, 907, 14, 159
23/05/2018, Padaimut, 40, 997, 21, 326
23/05/2018, Atsugi, 44, 958, 30, 227
23/05/2018, Podgornoye, 35, 937, 31, 112
23/05/2018, Toledo, 41, 963, 8, 344
23/05/2018, San Pedro, 37, 1009, 9, 149
23/05/2018, Príbram, 2, 981, 12, 249
23/05/2018, Datong, 37, 1004, 27, 34
23/05/2018, Orlová, 8, 1018, 18, 95
23/05/2018, Savannakhét, 15, 1027, 3, 71
23/05/2018, Huangsha, 37, 929, 14, 156
23/05/2018, Wongsorejo, 23, 951, 28, 43
23/05/2018, Krížová, 3, 1002, 3, 219
23/05/2018, Belyy Yar, 27, 976, 1, 302
23/05/2018, Reading, 7, 989, 12, 32
23/05/2018, Niquelândia, 40, 981, 12, 115
23/05/2018, Semirara, 8, 985, 21, 240
23/05/2018, Zhangjiahe, 40, 986, 29, 353
23/05/2018, Dashiqiao, 20, 1035, 12, 20
23/05/2018, Bezhta, 37, 954, 24, 159
23/05/2018, Mogok, 32, 900, 29, 85
23/05/2018, Shagedu, 7, 966, 24, 54
23/05/2018, Guanjiabao, 24, 996, 3, 55
23/05/2018, Timaru, 13, 903, 31, 19
23/05/2018, Portsmouth, 44, 1033, 11, 347
23/05/2018, Créteil, 39, 902, 27, 196
23/05/2018, Jirja, 31, 978, 10, 34
23/05/2018, Ulimonong, 5, 997, 19, 57
23/05/2018, Valdivia, 2, 1035, 28, 126
23/05/2018, Tangub, 24, 992, 11, 228
23/05/2018, Jiulian, 16, 926, 18, 149
23/05/2018, Glad, 3, 1016, 12, 237
23/05/2018, Dukou, 12, 900, 25, 200
23/05/2018, Haduohe, 9, 902, 24, 278
23/05/2018, Samsan, 20, 1023, 8, 261
23/05/2018, Las Piñas, 37, 930, 24, 298
23/05/2018, Yoshii, -3, 969, 8, 212
23/05/2018, Harper, 33, 994, 25, 76
23/05/2018, Qingsong, 24, 933, 4, 248
23/05/2018, Kuloy, 21, 992, 29, 163
23/05/2018, Casigua El Cubo, 2, 913, 16, 51
23/05/2018, Boston, 18, 1015, 31, 90
23/05/2018, Croix, 4, 993, 20, 210
23/05/2018, Lolodorf, -2, 993, 1, 338
24/05/2018, Guandu, 9, 984, 18, 23
24/05/2018, Barbacena, 41, 965, 30, 132
24/05/2018, Stockholm, 11, 947, 17, 326
24/05/2018, Aldeia, 10, 1018, 14, 110
24/05/2018, Bachowice, 2, 937, 5, 276
24/05/2018, Marija Bistrica, 21, 1034, 10, 196
24/05/2018, Lille, 31, 1007, 21, 171
24/05/2018, Hufang, 0, 998, 29, 99
24/05/2018, Gaotang, 31, 958, 24, 41
24/05/2018, Bechlín, 14, 978, 8, 77
24/05/2018, Tuapukan, 1, 1026, 22, 303
24/05/2018, Rybache, 29, 997, 4, 120
24/05/2018, Soutelo, 18, 917, 7, 85
24/05/2018, Ciudad Nueva, 20, 994, 19, 67
24/05/2018, London, 4, 983, 14, 134
24/05/2018, Rognedino, 38, 921, 2, 201
24/05/2018, Chinchero, 25, 1036, 31, 351
24/05/2018, Smarhon’, 20, 902, 1, 142
24/05/2018, Novoaltaysk, 20, 989, 6, 213
24/05/2018, Longtang, 29, 946, 12, 144
24/05/2018, Liliongan, 19, 905, 24, 139
24/05/2018, Belusovka, 0, 934, 4, 158
24/05/2018, Banepa, 36, 1031, 9, 211
24/05/2018, Merke, 5, 968, 11, 164
24/05/2018, Jeziorany, 27, 1032, 18, 208
24/05/2018, Kindersley, 0, 958, 11, 167
24/05/2018, Corralillo, 21, 1015, 31, 297
24/05/2018, Perovo, 27, 1009, 29, 140
24/05/2018, Cigaleuh Kulon, 30, 1002, 22, 107
24/05/2018, Padaimut, 26, 911, 28, 127
24/05/2018, Atsugi, 19, 903, 30, 70
24/05/2018, Podgornoye, 43, 1027, 28, 303
24/05/2018, Toledo, 9, 921, 25, 96
24/05/2018, San Pedro, 14, 909, 30, 286
24/05/2018, Príbram, 37, 945, 26, 296
24/05/2018, Datong, 41, 905, 7, 296
24/05/2018, Orlová, 9, 937, 1, 232
24/05/2018, Savannakhét, 16, 1013, 26, 354
24/05/2018, Huangsha, 10, 934, 3, 256
24/05/2018, Wongsorejo, 26, 1017, 25, 66
24/05/2018, Krížová, -3, 933, 20, 323
24/05/2018, Belyy Yar, 12, 993, 13, 258
24/05/2018, Reading, 36, 1039, 26, 286
24/05/2018, Niquelândia, 18, 924, 18, 29
24/05/2018, Semirara, 13, 1035, 5, 227
24/05/2018, Zhangjiahe, -4, 935, 20, 77
24/05/2018, Dashiqiao, 39, 943, 3, 222
24/05/2018, Bezhta, 39, 919, 1, 156
24/05/2018, Mogok, 9, 914, 15, 333
24/05/2018, Shagedu, 8, 981, 20, 16
24/05/2018, Guanjiabao, 11, 965, 23, 180
24/05/2018, Timaru, -1, 940, 5, 29
24/05/2018, Portsmouth, 32, 902, 12, 93
24/05/2018, Créteil, 2, 991, 24, 345
24/05/2018, Jirja, 37, 1034, 15, 167
24/05/2018, Ulimonong, 28, 933, 18, 282
24/05/2018, Valdivia, 38, 934, 25, 271
24/05/2018, Tangub, 37, 962, 23, 293
24/05/2018, Jiulian, 23, 937, 18, 49
24/05/2018, Glad, 14, 940, 6, 233
24/05/2018, Dukou, -3, 988, 11, 213
24/05/2018, Haduohe, 43, 936, 16, 269
24/05/2018, Samsan, 12, 1031, 3, 108
24/05/2018, Las Piñas, 43, 908, 23, 36
24/05/2018, Yoshii, 44, 1022, 17, 2
24/05/2018, Harper, 34, 925, 31, 128
24/05/2018, Qingsong, 8, 1035, 6, 320
24/05/2018, Kuloy, 29, 977, 31, 130
24/05/2018, Casigua El Cubo, 24, 919, 17, 339
24/05/2018, Boston, 41, 936, 25, 170
24/05/2018, Croix, 0, 978, 2, 151
24/05/2018, Lolodorf, 5, 925, 14, 263
25/05/2018, Guandu, -3, 904, 20, 202
25/05/2018, Barbacena, -4, 943, 26, 212
25/05/2018, Stockholm, 16, 972, 4, 319
25/05/2018, Aldeia, 7, 918, 23, 119
25/05/2018, Bachowice, 38, 974, 9, 165
25/05/2018, Marija Bistrica, 32, 999, 7, 354
25/05/2018, Lille, 5, 927, 21, 302
25/05/2018, Hufang, 37, 941, 23, 290
25/05/2018, Gaotang, -4, 932, 0, 198
25/05/2018, Bechlín, 29, 1027, 9, 140
25/05/2018, Tuapukan, 42, 1018, 30, 152
25/05/2018, Rybache, 9, 1033, 15, 166
25/05/2018, Soutelo, 15, 1007, 24, 201
25/05/2018, Ciudad Nueva, 16, 905, 17, 355
25/05/2018, London, 4, 919, 17, 124
25/05/2018, Rognedino, 32, 1034, 22, 210
25/05/2018, Chinchero, 4, 904, 31, 173
25/05/2018, Smarhon’, 38, 999, 6, 100
25/05/2018, Novoaltaysk, 19, 975, 30, 191
25/05/2018, Longtang, 38, 955, 11, 195
25/05/2018, Liliongan, 34, 952, 16, 4
25/05/2018, Belusovka, 34, 955, 9, 17
25/05/2018, Banepa, 4, 1004, 7, 98
25/05/2018, Merke, 31, 956, 14, 279
25/05/2018, Jeziorany, -4, 956, 13, 336
25/05/2018, Kindersley, 31, 966, 23, 30
25/05/2018, Corralillo, 2, 1018, 7, 206
25/05/2018, Perovo, 42, 1038, 22, 69
25/05/2018, Cigaleuh Kulon, 32, 909, 16, 39
25/05/2018, Padaimut, -4, 1025, 6, 193
25/05/2018, Atsugi, 42, 955, 1, 261
25/05/2018, Podgornoye, 31, 920, 19, 272
25/05/2018, Toledo, 1, 1023, 31, 117
25/05/2018, San Pedro, 34, 910, 28, 80
25/05/2018, Príbram, 22, 937, 26, 163
25/05/2018, Datong, 24, 916, 5, 201
25/05/2018, Orlová, 14, 993, 25, 290
25/05/2018, Savannakhét, 36, 965, 26, 48
25/05/2018, Huangsha, 39, 902, 18, 334
25/05/2018, Wongsorejo, 17, 976, 26, 182
25/05/2018, Krížová, 1, 1018, 3, 170
25/05/2018, Belyy Yar, -3, 935, 10, 302
25/05/2018, Reading, 2, 1028, 17, 51
25/05/2018, Niquelândia, 26, 1022, 10, 353
25/05/2018, Semirara, 15, 904, 9, 257
25/05/2018, Zhangjiahe, 37, 985, 31, 85
25/05/2018, Dashiqiao, 44, 997, 12, 174
25/05/2018, Bezhta, 9, 904, 5, 54
25/05/2018, Mogok, 40, 930, 4, 116
25/05/2018, Shagedu, 38, 914, 31, 111
25/05/2018, Guanjiabao, 39, 1021, 7, 171
25/05/2018, Timaru, 0, 1004, 0, 62
25/05/2018, Portsmouth, 24, 946, 22, 119
25/05/2018, Créteil, 33, 967, 28, 123
25/05/2018, Jirja, 36, 1035, 2, 10
25/05/2018, Ulimonong, 11, 900, 23, 28
25/05/2018, Valdivia, 28, 921, 1, 312
25/05/2018, Tangub, 5, 947, 28, 310
25/05/2018, Jiulian, 39, 1038, 8, 116
25/05/2018, Glad, 6, 974, 5, 173
25/05/2018, Dukou, 3, 978, 11, 41
25/05/2018, Haduohe, 18, 1031, 3, 114
25/05/2018, Samsan, 25, 1028, 18, 53
25/05/2018, Las Piñas, 36, 948, 13, 88
25/05/2018, Yoshii, 21, 929, 17, 266
25/05/2018, Harper, 41, 915, 10, 233
25/05/2018, Qingsong, 4, 956, 29, 338
25/05/2018, Kuloy, 15, 931, 26, 327
25/05/2018, Casigua El Cubo, 4, 992, 8, 353
25/05/2018, Boston, 20, 901, 31, 232
25/05/2018, Croix, 8, 1011, 10, 86
25/05/2018, Lolodorf, 18, 967, 0, 250
26/05/2018, Guandu, 0, 1028, 2, 289
26/05/2018, Barbacena, 4, 970, 0, 32
26/05/2018, Stockholm, 40, 1018, 0, 276
26/05/2018, Aldeia, 40, 974, 8, 316
26/05/2018, Bachowice, 11, 969, 10, 98
26/05/2018, Marija Bistrica, 17, 918, 16, 344
26/05/2018, Lille, 35, 914, 28, 187
26/05/2018, Hufang, -4, 979, 8, 355
26/05/2018, Gaotang, 19, 943, 4, 82
26/05/2018, Bechlín, 1, 989, 23, 158
26/05/2018, Tuapukan, 4, 904, 19, 90
26/05/2018, Rybache, 33, 1018, 24, 11
26/05/2018, Soutelo, 37, 983, 3, 275
26/05/2018, Ciudad Nueva, 19, 1010, 26, 40
26/05/2018, London, 29, 1020, 17, 300
26/05/2018, Rognedino, 22, 944, 21, 262
26/05/2018, Chinchero, 29, 1019, 31, 229
26/05/2018, Smarhon’, 7, 968, 29, 295
26/05/2018, Novoaltaysk, 26, 939, 17, 14
26/05/2018, Longtang, 18, 1015, 22, 157
26/05/2018, Liliongan, -4, 980, 31, 14
26/05/2018, Belusovka, 5, 1035, 29, 187
26/05/2018, Banepa, 18, 950, 18, 167
26/05/2018, Merke, 18, 945, 18, 124
26/05/2018, Jeziorany, 43, 1001, 18, 7
26/05/2018, Kindersley, 39, 945, 11, 248
26/05/2018, Corralillo, 30, 1028, 4, 255
26/05/2018, Perovo, 44, 985, 23, 216
26/05/2018, Cigaleuh Kulon, 33, 910, 25, 46
26/05/2018, Padaimut, 19, 909, 22, 83
26/05/2018, Atsugi, 28, 1016, 9, 84
26/05/2018, Podgornoye, 6, 940, 6, 186
26/05/2018, Toledo, 32, 1015, 9, 301
26/05/2018, San Pedro, 21, 987, 7, 261
26/05/2018, Príbram, 37, 964, 25, 12
26/05/2018, Datong, 26, 996, 9, 125
26/05/2018, Orlová, 10, 926, 4, 130
26/05/2018, Savannakhét, 7, 913, 12, 328
26/05/2018, Huangsha, 31, 1008, 5, 238
26/05/2018, Wongsorejo, 13, 902, 22, 150
26/05/2018, Krížová, 24, 934, 19, 322
26/05/2018, Belyy Yar, 19, 930, 19, 203
26/05/2018, Reading, -3, 928, 4, 246
26/05/2018, Niquelândia, 12, 945, 20, 70
26/05/2018, Semirara, 29, 911, 28, 347
26/05/2018, Zhangjiahe, 10, 1007, 22, 287
26/05/2018, Dashiqiao, 26, 954, 23, 189
26/05/2018, Bezhta, 16, 987, 9, 69
26/05/2018, Mogok, 7, 951, 10, 209
26/05/2018, Shagedu, 43, 907, 8, 339
26/05/2018, Guanjiabao, 28, 1030, 8, 304
26/05/2018, Timaru, -3, 926, 16, 345
26/05/2018, Portsmouth, 33, 977, 0, 26
26/05/2018, Créteil, 3, 900, 18, 352
26/05/2018, Jirja, 44, 925, 15, 271
